n,m,p,mode,rep,seed,T_stop,converged,cycle_len,phi_0,phi_f,k_components,winner_flip,winner_item,consensus_frac,delta_FR
200,10,0.05,async,57,788589244,1979,1,0,32652,568,14,1,1,1.0,31.68
150,12,0.1,sync,6,1551425997,9,1,0,52050,0,150,1,2,1.0,46.08
50,5,0.05,async,17,616754642,863,1,0,598,86,22,1,0,1.0,7.4
20,5,0.2,async,33,776449546,90,1,0,368,22,9,1,2,0.6,7.7
150,12,0.1,sync,54,622882801,11,1,0,52360,0,150,1,2,1.0,44.84
50,12,0.5,sync,16,813006704,8,1,0,30668,0,50,1,10,1.0,44.12
150,10,0.5,sync,38,546040360,3,1,0,186406,0,150,0,8,1.0,31.746666666666663
20,12,0.1,async,55,642434481,174,1,0,1254,234,8,1,4,0.6,40.3
100,15,0.2,async,11,1750162411,801,1,0,74182,0,100,0,5,1.0,71.98
20,15,0.3,sync,39,534173559,10,1,0,4260,192,8,1,1,1.0,63.7
100,10,0.5,async,12,2126482383,453,1,0,81534,0,100,1,5,1.0,31.5
150,8,0.2,async,83,323045887,727,1,0,45872,0,150,1,2,1.0,19.813333333333333
150,8,0.2,sync,41,110776911,5,1,0,48198,0,150,0,7,1.0,20.186666666666667
100,10,0.5,sync,85,1863648433,4,1,0,80984,0,100,0,4,1.0,30.92
150,5,0.3,async,113,1433707337,943,1,0,26866,0,150,1,1,1.0,7.493333333333333
20,15,0.5,sync,103,2165202417,11,1,0,6374,0,20,1,3,1.0,61.2
200,15,0.7,async,87,435734433,1382,1,0,1041078,0,200,0,4,1.0,70.92
150,15,0.7,sync,19,496583549,3,1,0,589090,0,150,1,11,1.0,71.28
200,10,0.3,sync,58,742009875,4,1,0,200408,0,200,1,3,1.0,31.61
200,8,0.1,sync,6,371194524,7,1,0,42018,0,200,1,1,1.0,19.88
150,15,0.05,sync,97,1892218480,16,0,2,41576,1560,3,1,1,0.5466666666666666,72.05333333333333
50,10,0.7,async,75,525735370,236,1,0,28378,0,50,0,8,1.0,31.0
200,15,0.3,async,23,2042986714,1108,1,0,449176,0,200,1,3,1.0,72.32
20,15,0.5,async,32,1468145331,85,1,0,6764,0,20,1,2,1.0,64.3
20,5,0.1,sync,58,537184702,9,0,2,236,112,1,1,0,0.75,7.9
100,8,0.7,async,36,1634896521,532,1,0,72422,0,100,1,4,1.0,20.26
200,12,0.3,sync,0,623094695,8,1,0,285062,0,200,0,11,1.0,45.66
50,15,0.3,async,87,1744845658,238,1,0,27020,0,50,1,1,1.0,69.64
50,15,0.7,sync,15,315215568,4,1,0,64520,0,50,0,9,1.0,64.36
150,15,0.05,async,117,634465081,2222,1,0,43712,356,17,1,3,1.0,69.28
150,5,0.1,async,87,405962637,1055,1,0,9080,0,150,0,4,1.0,7.453333333333333
20,5,0.1,async,119,1330096343,167,1,0,244,2,19,1,0,1.0,6.9
200,12,0.7,async,89,1194169293,1050,1,0,662232,0,200,1,0,1.0,45.41
200,5,0.2,sync,82,400530136,5,1,0,31990,0,200,1,2,1.0,7.84
100,5,0.5,async,100,518728740,356,1,0,19600,0,100,0,3,1.0,6.94
20,10,0.1,async,7,569009111,181,1,0,952,46,11,1,1,0.55,29.2
20,12,0.05,sync,51,1019934421,11,0,2,988,514,1,1,2,0.35,45.2
200,15,0.2,sync,97,1616131294,6,1,0,289584,0,200,0,14,1.0,69.91
50,8,0.7,async,31,887764980,289,1,0,17734,0,50,1,4,1.0,19.04
150,10,0.7,sync,15,1370973422,3,1,0,255160,0,150,0,0,1.0,30.65333333333333
100,10,0.1,async,0,149234017,1174,1,0,17902,0,100,0,7,1.0,31.2
200,5,0.5,async,36,1544887928,1134,1,0,79050,0,200,1,3,1.0,7.65
20,8,0.5,async,100,405168131,74,1,0,1976,0,20,0,7,1.0,17.1
150,12,0.2,sync,28,519169745,9,1,0,109762,0,150,1,6,1.0,44.86666666666667
200,10,0.3,sync,27,947319079,5,1,0,196036,0,200,1,0,1.0,31.85
200,12,0.5,async,92,554584069,1375,1,0,471126,0,200,1,2,1.0,45.64
20,12,0.7,async,22,1169272684,89,1,0,6832,0,20,1,1,1.0,42.9
20,15,0.3,sync,74,755243705,17,0,2,4238,476,1,1,2,0.65,69.7
200,8,0.3,sync,27,1971264091,3,1,0,124254,0,200,0,2,1.0,19.85
20,12,0.05,sync,112,989922644,11,0,2,1014,734,1,1,4,0.25,48.5
150,12,0.7,sync,93,731309147,4,1,0,372126,0,150,0,0,1.0,45.54666666666667
200,5,0.3,async,119,571923046,1325,1,0,48502,0,200,0,2,1.0,7.65
50,8,0.05,sync,0,1240770726,33,0,2,1606,996,1,0,0,0.94,19.64
50,5,0.7,async,9,1810743651,200,1,0,7056,0,50,0,1,1.0,7.12
20,8,0.1,sync,104,997690294,11,0,2,532,448,1,0,4,0.35,21.8
100,8,0.7,async,47,1345835328,381,1,0,73592,0,100,0,7,1.0,18.96
150,12,0.5,sync,52,1446646469,5,1,0,263424,0,150,0,6,1.0,45.12
20,15,0.7,async,11,1986830516,68,1,0,10548,0,20,1,12,1.0,64.6
20,12,0.7,sync,7,325315154,4,1,0,6336,0,20,0,3,1.0,38.3
50,12,0.2,async,26,610007094,320,1,0,11184,0,50,0,11,1.0,42.24
50,15,0.2,sync,34,1332241073,9,1,0,18406,0,50,0,2,1.0,67.68
100,12,0.5,sync,97,170035597,4,1,0,117240,0,100,0,3,1.0,44.36
20,8,0.5,sync,19,381443364,6,1,0,2032,0,20,0,3,1.0,18.3
20,12,0.3,sync,99,1231396747,8,0,2,2956,468,1,1,3,1.0,37.3
20,15,0.2,sync,109,1682122947,23,0,2,2858,524,1,1,0,1.0,66.9
200,8,0.3,sync,83,1895479595,3,1,0,127468,0,200,0,0,1.0,20.06
200,12,0.1,sync,37,1628055803,7,1,0,93372,0,200,0,4,1.0,45.12
20,8,0.2,async,33,721107149,78,1,0,900,60,8,0,2,0.6,16.5
20,8,0.3,sync,14,875499663,9,1,0,1492,0,20,0,6,1.0,18.2
50,10,0.05,async,44,732441626,867,1,0,2154,384,21,1,1,0.46,28.76
20,8,0.5,sync,62,1554611097,5,1,0,2090,0,20,0,3,1.0,16.7
20,10,0.3,sync,87,1687471697,14,0,2,1946,126,2,1,0,1.0,29.2
50,8,0.5,async,63,1708743551,217,1,0,12846,0,50,0,2,1.0,19.32
100,10,0.2,async,49,1338754822,851,1,0,32334,0,100,0,1,1.0,29.98
100,8,0.2,sync,67,1176275942,5,1,0,20326,0,100,1,1,1.0,19.68
20,12,0.2,sync,103,799940581,15,0,2,1730,298,1,1,1,0.95,45.3
150,12,0.5,async,75,1900538788,1191,1,0,269800,0,150,0,9,1.0,44.946666666666665
20,5,0.3,sync,4,1093597054,11,0,2,378,90,7,1,2,0.75,6.7
100,8,0.3,async,53,758520318,517,1,0,31002,0,100,0,0,1.0,20.14
200,5,0.1,sync,69,1151338481,9,1,0,15236,0,200,1,0,1.0,7.75
150,8,0.05,sync,17,2020263486,11,1,0,11474,0,150,0,3,1.0,19.946666666666665
50,5,0.5,sync,91,1962650451,4,1,0,4868,0,50,0,2,1.0,7.2
50,5,0.5,async,95,1047524413,247,1,0,5292,0,50,0,3,1.0,7.64
200,10,0.2,async,5,1742684036,1013,1,0,134058,0,200,0,9,1.0,31.46
200,12,0.1,async,30,1001990958,1165,1,0,95208,0,200,0,2,1.0,45.78
50,15,0.2,sync,14,1248489084,11,1,0,17752,0,50,0,5,1.0,68.92
100,12,0.1,sync,59,1496012539,13,1,0,24828,0,100,1,0,1.0,45.34
20,5,0.3,async,89,804900590,116,1,0,412,0,20,1,0,1.0,7.5
150,5,0.2,async,90,274314603,674,1,0,17520,0,150,0,4,1.0,7.693333333333333
100,12,0.05,sync,63,2108831003,30,0,2,11912,856,5,1,2,0.75,46.34
50,15,0.7,async,96,1174934040,240,1,0,63262,0,50,0,1,1.0,65.92
20,15,0.2,async,22,423033485,182,1,0,3594,96,9,1,1,1.0,66.1
20,10,0.3,sync,1,1488619879,10,0,2,2030,78,1,1,2,1.0,28.5
100,12,0.1,sync,27,2081928374,10,1,0,23362,0,100,1,1,1.0,44.44
50,15,0.7,async,26,633454861,199,1,0,64436,0,50,1,2,1.0,68.24
200,8,0.05,sync,36,814186703,17,1,0,20720,0,200,1,0,1.0,20.21
100,15,0.2,sync,72,1013511261,11,1,0,78268,0,100,1,5,1.0,69.82
150,15,0.3,sync,35,1295358762,5,1,0,245594,0,150,0,4,1.0,69.2
150,10,0.1,async,57,493540599,1212,1,0,36768,0,150,1,2,1.0,32.44
100,8,0.3,async,36,1481754310,399,1,0,30576,0,100,0,2,1.0,19.78
150,15,0.2,async,40,1708694037,1216,1,0,169788,0,150,0,9,1.0,69.56
100,10,0.1,async,111,477610543,1170,1,0,16800,920,2,1,0,1.0,30.34
150,15,0.5,async,93,625171359,924,1,0,415308,0,150,1,1,1.0,70.89333333333333
150,15,0.2,sync,114,1870574306,6,1,0,161884,0,150,1,3,1.0,70.36
200,15,0.1,sync,20,2074465584,11,1,0,147312,0,200,1,2,1.0,71.79
200,5,0.2,sync,18,1671700693,4,1,0,31858,0,200,1,1,1.0,7.78
50,12,0.5,sync,58,219297420,6,1,0,28914,0,50,1,6,1.0,44.2
50,15,0.05,sync,51,157076135,39,0,2,5184,3492,1,1,0,0.7,77.72
150,8,0.5,sync,80,1005810852,3,1,0,113316,0,150,0,7,1.0,19.65333333333333
150,5,0.7,sync,15,255159170,3,1,0,63082,0,150,0,4,1.0,7.733333333333333
100,5,0.05,sync,51,568680703,22,0,2,1912,240,18,1,1,0.68,7.96
200,8,0.2,sync,44,1365276373,6,1,0,83320,0,200,1,3,1.0,20.36
150,8,0.5,async,110,1887747652,715,1,0,118220,0,150,1,7,1.0,20.066666666666663
200,12,0.3,sync,55,927916830,7,1,0,282926,0,200,0,9,1.0,45.26
200,12,0.3,sync,6,188921896,4,1,0,287298,0,200,0,5,1.0,45.53
100,15,0.3,async,27,2095609626,783,1,0,111788,0,100,1,1,1.0,70.38
50,8,0.2,sync,21,542908167,13,1,0,5218,0,50,1,0,1.0,18.96
20,8,0.3,sync,56,281790379,12,0,2,1246,82,1,0,6,1.0,18.4
100,15,0.3,sync,29,528418104,5,1,0,110788,0,100,1,7,1.0,69.82
50,15,0.2,async,12,568858071,411,1,0,18822,0,50,1,3,1.0,69.32
200,5,0.5,async,31,1598454096,1237,1,0,80242,0,200,0,0,1.0,7.59
20,8,0.3,async,68,1578530997,98,1,0,1298,0,20,0,2,1.0,19.9
50,15,0.7,async,101,1220706759,188,1,0,63734,0,50,0,11,1.0,68.04
200,5,0.05,sync,10,1831316772,9,1,0,7744,0,200,1,0,1.0,7.77
150,5,0.7,async,116,1198629631,585,1,0,62822,0,150,1,4,1.0,7.706666666666667
20,8,0.05,sync,16,1022425640,8,0,2,408,286,1,1,5,0.3,13.6
150,10,0.1,async,74,1818451368,1148,1,0,37732,0,150,1,0,1.0,31.906666666666663
200,12,0.7,async,24,797801720,1050,1,0,669466,0,200,1,6,1.0,45.65
150,5,0.05,async,12,909809590,878,1,0,4720,338,15,1,0,1.0,7.706666666666667
150,12,0.1,sync,106,120718955,13,1,0,52484,0,150,1,3,1.0,45.44
100,15,0.05,sync,88,1042357053,47,0,2,18050,956,8,1,2,1.0,73.58
100,12,0.05,async,79,377080241,2321,1,0,12300,648,6,0,3,0.9,45.3
50,12,0.2,async,36,701552532,355,1,0,12440,0,50,0,0,1.0,42.96
200,15,0.3,sync,72,2075342275,4,1,0,446766,0,200,0,2,1.0,70.05
150,12,0.5,async,25,1542150485,675,1,0,266926,0,150,1,5,1.0,45.13333333333333
100,10,0.3,async,79,1665905802,373,1,0,50358,0,100,1,5,1.0,31.4
50,15,0.3,async,26,1774857435,385,1,0,29054,0,50,0,3,1.0,68.12
200,5,0.3,async,105,53998258,1279,1,0,47834,0,200,0,0,1.0,7.75
50,12,0.3,sync,62,380184938,9,1,0,18570,0,50,1,9,1.0,45.48
20,5,0.1,sync,102,1329745804,5,0,2,196,208,1,1,0,0.6,9.0
100,5,0.3,sync,96,2021301809,4,1,0,11666,0,100,1,0,1.0,7.82
200,8,0.3,sync,6,120635085,4,1,0,125898,0,200,1,7,1.0,19.45
100,5,0.7,sync,17,1260151659,4,1,0,27584,0,100,0,2,1.0,7.44
50,5,0.05,async,42,746279350,563,1,0,578,178,23,1,0,0.36,6.68
20,12,0.7,async,54,484017962,57,1,0,6624,0,20,0,0,1.0,42.2
200,10,0.05,async,99,194879960,2030,1,0,34078,0,200,1,3,1.0,31.95
200,12,0.5,sync,90,708496845,4,1,0,470350,0,200,0,3,1.0,45.9
150,12,0.7,async,104,1049548440,923,1,0,373448,0,150,1,0,1.0,44.54666666666667
200,15,0.5,sync,118,125359412,4,1,0,751562,0,200,0,4,1.0,70.92
100,12,0.1,async,13,123159311,1021,1,0,23972,0,100,1,8,1.0,46.48
150,15,0.7,sync,47,1631772012,3,1,0,580230,0,150,1,6,1.0,70.65333333333334
20,8,0.1,sync,36,1842481501,8,0,2,530,504,1,0,3,0.55,15.1
150,12,0.3,async,45,1360410642,722,1,0,161100,0,150,0,10,1.0,45.54666666666667
20,8,0.3,sync,106,640178682,8,1,0,1206,0,20,1,4,1.0,18.5
50,5,0.7,sync,64,1508265300,3,1,0,6740,0,50,0,2,1.0,7.24
20,15,0.2,async,39,1847283141,165,1,0,2998,134,4,0,5,0.6,63.0
50,15,0.2,async,74,158239663,409,1,0,15554,0,50,1,0,1.0,68.68
200,12,0.05,sync,86,1730085752,14,1,0,47156,0,200,1,4,1.0,45.93
100,5,0.5,sync,80,971161289,3,1,0,19688,0,100,1,1,1.0,7.36
50,15,0.7,sync,39,924685794,3,1,0,63710,0,50,0,0,1.0,67.12
150,8,0.1,sync,56,1996773719,14,1,0,22684,0,150,0,0,1.0,20.08
200,12,0.2,async,70,914038844,1485,1,0,192964,0,200,0,4,1.0,45.52
20,8,0.1,sync,49,593529272,11,0,2,542,284,1,0,0,1.0,21.2
100,5,0.05,async,18,193697781,823,1,0,1940,84,59,1,1,0.74,7.98
200,10,0.5,sync,101,1375348590,4,1,0,328904,0,200,1,6,1.0,31.53
150,15,0.05,async,41,527158701,2232,1,0,41314,604,20,1,7,1.0,70.30666666666667
20,5,0.05,async,100,118120999,123,1,0,152,12,17,0,0,0.55,6.4
200,5,0.3,async,38,418843947,1133,1,0,47400,0,200,1,2,1.0,7.8
150,8,0.1,sync,59,656276052,7,1,0,23948,0,150,1,3,1.0,19.92
50,12,0.05,sync,77,1524981221,29,0,2,3656,1720,1,1,0,0.86,45.44
150,8,0.3,async,114,122633336,728,1,0,70796,0,150,1,5,1.0,19.88
150,8,0.1,async,9,1103866009,1408,1,0,23286,0,150,0,0,1.0,20.133333333333333
50,8,0.1,async,86,1930288039,448,1,0,2744,0,50,1,2,1.0,19.64
50,5,0.2,sync,110,230618752,8,1,0,2040,0,50,1,0,1.0,7.68
50,12,0.5,sync,117,1049837792,4,1,0,29294,0,50,1,8,1.0,42.52
50,10,0.7,sync,0,1478666634,3,1,0,29008,0,50,0,0,1.0,29.96
100,10,0.5,async,80,1281691176,558,1,0,80804,0,100,1,2,1.0,31.18
100,10,0.3,sync,20,128726057,4,1,0,49124,0,100,1,3,1.0,30.88
50,12,0.05,sync,99,748181061,19,0,2,2880,2212,1,1,7,0.22,45.76
100,12,0.2,sync,42,1864451552,9,1,0,47242,0,100,1,0,1.0,43.48
150,5,0.1,async,97,398169188,1154,1,0,9246,0,150,1,2,1.0,7.773333333333333
20,12,0.2,async,34,584494144,230,1,0,1644,212,10,0,1,1.0,39.3
100,15,0.05,sync,113,1271220648,42,0,2,18002,3312,1,1,2,0.59,72.2
200,10,0.5,sync,111,1466894028,5,1,0,327832,0,200,0,1,1.0,30.98
20,12,0.1,sync,97,1588908359,17,0,2,1384,366,1,1,2,0.5,43.5
50,5,0.05,sync,28,1669198837,16,0,2,552,146,8,0,0,0.96,6.84
100,5,0.1,sync,16,984575542,7,1,0,4026,0,100,0,3,1.0,7.7
100,15,0.1,async,34,777789659,1395,1,0,36106,0,100,1,9,1.0,71.96
150,10,0.7,async,57,1483903511,837,1,0,257362,0,150,0,3,1.0,31.44
20,5,0.05,sync,19,1400253869,8,0,2,194,132,1,1,2,0.3,4.9
50,15,0.3,async,51,2003721030,306,1,0,26450,0,50,0,4,1.0,69.2
200,10,0.5,async,43,1676161810,1370,1,0,331266,0,200,1,4,1.0,31.26
20,8,0.7,async,105,1996850942,65,1,0,2876,0,20,0,1,1.0,17.9
20,12,0.7,async,78,1093488188,89,1,0,6622,0,20,1,6,1.0,42.7
150,12,0.7,sync,10,1438782197,3,1,0,373996,0,150,0,2,1.0,45.45333333333333
200,12,0.05,sync,106,1913176628,12,1,0,47188,0,200,1,0,1.0,46.6
150,10,0.5,sync,106,1848732801,4,1,0,184792,0,150,1,0,1.0,31.626666666666665
50,12,0.7,sync,73,997865932,3,1,0,41064,0,50,0,1,1.0,43.2
100,10,0.1,async,22,1619256392,821,1,0,16786,0,100,1,1,1.0,31.46
20,8,0.7,sync,117,1357198563,4,1,0,2652,0,20,1,5,1.0,17.7
100,5,0.2,sync,102,145454458,5,1,0,7802,0,100,0,3,1.0,7.42
200,8,0.1,sync,87,524273623,7,1,0,41800,0,200,0,2,1.0,19.98
200,10,0.3,async,112,85933253,1286,1,0,200728,0,200,0,1,1.0,31.65
150,10,0.1,async,114,37149472,1326,1,0,36068,0,150,1,1,1.0,32.28
150,10,0.2,sync,6,1601808223,5,1,0,71132,0,150,0,1,1.0,31.866666666666667
150,5,0.1,sync,64,757391168,5,1,0,8960,0,150,1,1,1.0,7.493333333333333
200,5,0.5,sync,77,2066647587,3,1,0,80482,0,200,1,0,1.0,7.59
150,10,0.2,sync,104,932314443,5,1,0,75192,0,150,0,6,1.0,32.06666666666667
150,10,0.3,async,103,409831390,897,1,0,110794,0,150,1,7,1.0,31.453333333333333
100,5,0.3,async,106,2065886644,569,1,0,11632,0,100,1,1,1.0,7.5
50,12,0.1,async,66,1010163124,1008,1,0,4852,508,4,1,5,0.78,45.8
150,10,0.5,async,99,1222667956,828,1,0,184438,0,150,1,5,1.0,31.21333333333333
50,12,0.1,async,93,378474570,833,1,0,6172,292,5,0,1,1.0,44.76
200,5,0.7,async,76,504175274,1257,1,0,111202,0,200,1,4,1.0,7.51
20,15,0.1,async,15,128302169,224,1,0,2014,142,10,1,4,0.5,62.1
150,15,0.1,sync,11,282186886,13,1,0,83360,0,150,0,1,1.0,71.21333333333334
150,15,0.5,sync,22,2004481973,4,1,0,417350,0,150,0,7,1.0,71.06666666666666
200,5,0.7,async,4,823248244,900,1,0,111668,0,200,1,0,1.0,7.7
200,8,0.05,async,56,850978089,5166,1,0,20370,0,200,1,0,1.0,20.35
150,15,0.05,sync,90,559514262,14,1,0,41646,0,150,0,4,1.0,71.77333333333333
50,10,0.3,async,75,1667137944,322,1,0,12578,0,50,1,4,1.0,30.12
200,8,0.05,async,40,1193605450,2754,1,0,20850,0,200,1,2,1.0,20.18
50,12,0.2,async,75,1349002028,325,1,0,12390,0,50,0,8,1.0,42.16
150,12,0.7,sync,118,860833855,3,1,0,374834,0,150,0,3,1.0,45.373333333333335
50,12,0.5,async,27,1131245997,234,1,0,27736,0,50,0,4,1.0,43.04
150,12,0.3,sync,101,577986773,6,1,0,160348,0,150,0,1,1.0,44.76
200,12,0.5,async,81,942984149,1093,1,0,474566,0,200,0,11,1.0,45.44
200,5,0.2,sync,13,1625927974,4,1,0,31556,0,200,0,0,1.0,7.43
200,12,0.05,async,65,586096119,1789,1,0,47604,0,200,1,2,1.0,45.36
150,15,0.05,sync,76,41589474,12,1,0,45326,0,150,1,3,1.0,71.54666666666667
100,8,0.3,async,60,2091224536,650,1,0,32748,0,100,1,6,1.0,19.8
100,12,0.1,sync,8,1518230867,7,1,0,26436,0,100,1,0,1.0,44.8
20,8,0.05,async,116,315303129,84,1,0,414,86,11,1,0,0.35,15.7
20,15,0.05,async,91,374429650,156,1,0,1462,92,13,1,8,0.6,59.5
200,15,0.3,sync,92,110949503,7,1,0,445314,0,200,1,14,1.0,71.17
100,15,0.3,sync,53,1137888330,8,1,0,110162,0,100,1,1,1.0,69.2
50,5,0.5,async,103,1900283113,300,1,0,4782,0,50,1,1,1.0,7.52
100,8,0.2,sync,6,1206287719,6,1,0,20624,0,100,1,2,1.0,19.46
100,8,0.3,async,76,1748597175,580,1,0,31018,0,100,1,3,1.0,20.6
100,5,0.1,async,34,587374292,592,1,0,3958,0,100,0,0,1.0,7.58
20,12,0.2,sync,54,2109090408,18,0,2,1890,1134,1,1,0,0.5,39.0
150,8,0.2,async,1,550573419,946,1,0,45852,0,150,0,4,1.0,20.05333333333333
200,5,0.05,async,66,414026888,2043,1,0,8106,0,200,1,0,1.0,7.67
150,8,0.5,async,16,836137134,848,1,0,116000,0,150,0,0,1.0,19.773333333333333
200,12,0.7,sync,77,1256536631,3,1,0,662084,0,200,0,5,1.0,45.49
150,10,0.7,async,102,1796519095,627,1,0,260882,0,150,1,5,1.0,31.08
150,10,0.2,sync,69,711244297,7,1,0,74710,0,150,1,5,1.0,31.813333333333333
150,15,0.3,sync,48,145745420,7,1,0,257124,0,150,0,7,1.0,70.68
20,15,0.5,async,92,1918079072,75,1,0,6822,0,20,0,10,1.0,66.9
20,15,0.05,async,55,533966135,262,1,0,1396,168,12,1,2,0.45,64.2
50,8,0.3,sync,82,1200970966,5,1,0,8202,0,50,0,6,1.0,19.64
200,10,0.7,sync,10,529150497,3,1,0,460280,0,200,0,8,1.0,31.38
100,12,0.2,sync,104,1354494257,5,1,0,48240,0,100,0,1,1.0,43.42
100,10,0.2,async,101,836590976,648,1,0,31732,0,100,0,2,1.0,31.16
50,8,0.7,sync,48,1605375263,3,1,0,18552,0,50,0,2,1.0,19.52
100,12,0.1,async,77,999472402,1180,1,0,23740,0,100,1,3,1.0,45.46
150,5,0.3,async,99,915782549,1250,1,0,26678,0,150,0,4,1.0,7.706666666666667
20,15,0.2,sync,77,120555134,18,0,2,2358,1124,1,1,6,0.35,55.7
50,5,0.7,async,68,493800375,260,1,0,6574,0,50,0,2,1.0,6.76
20,5,0.1,async,57,1740714751,59,1,0,150,40,13,0,2,0.65,4.9
200,8,0.5,sync,76,828267209,4,1,0,209658,0,200,0,1,1.0,19.96
20,5,0.05,async,65,1945195614,47,1,0,210,44,12,1,4,0.4,6.2
150,5,0.7,async,79,1838111634,661,1,0,63024,0,150,0,3,1.0,7.48
50,5,0.2,sync,14,39560383,5,1,0,1978,0,50,0,1,1.0,7.36
150,12,0.3,sync,85,920614134,6,1,0,156916,0,150,1,8,1.0,44.74666666666667
100,15,0.1,sync,111,551450011,13,1,0,37414,0,100,1,4,1.0,70.46
50,8,0.7,async,17,369840192,261,1,0,18142,0,50,0,6,1.0,18.24
20,5,0.1,sync,33,407659994,6,0,2,170,92,1,1,0,0.45,4.6
50,10,0.3,async,19,1742922440,221,1,0,12410,0,50,0,4,1.0,31.28
100,5,0.05,sync,103,66516857,14,0,2,2070,488,6,1,1,0.75,7.36
150,8,0.2,sync,62,2060744804,5,1,0,47796,0,150,1,7,1.0,19.6
20,5,0.05,async,27,817800600,110,1,0,148,18,15,1,0,0.55,6.1
100,5,0.2,async,15,2037847268,566,1,0,7532,0,100,1,4,1.0,7.14
20,5,0.2,async,65,91194824,105,1,0,278,0,20,1,0,1.0,7.8
100,10,0.5,async,14,1265930234,599,1,0,81078,0,100,0,0,1.0,30.86
200,5,0.05,sync,48,811228138,5,1,0,7398,0,200,0,0,1.0,7.58
150,5,0.7,async,20,1007571262,718,1,0,62650,0,150,0,1,1.0,7.453333333333333
50,15,0.05,async,91,1130558373,729,1,0,5216,688,15,1,3,0.32,66.92
200,15,0.1,async,69,1372616243,1283,1,0,145774,0,200,1,11,1.0,71.38
150,8,0.2,async,23,2020595794,910,1,0,46022,0,150,0,4,1.0,19.68
150,10,0.05,async,30,2116989117,1850,1,0,18200,0,150,1,6,1.0,31.773333333333333
200,15,0.7,sync,51,1230794343,3,1,0,1039562,0,200,0,13,1.0,69.81
20,12,0.3,sync,42,1687787874,18,0,2,2666,104,3,1,4,1.0,40.8
20,12,0.2,sync,36,1164786270,15,0,2,1588,930,1,1,1,0.8,47.0
20,8,0.5,sync,58,1028892860,5,1,0,2012,0,20,0,3,1.0,17.9
150,8,0.05,async,8,107267142,2531,1,0,12072,268,31,1,3,1.0,20.44
200,8,0.7,sync,57,1810479794,3,1,0,290314,0,200,0,3,1.0,20.18
20,5,0.05,sync,118,350153458,6,0,2,162,122,1,1,1,0.6,5.0
20,12,0.5,async,99,56044304,120,1,0,3996,0,20,1,9,1.0,39.0
200,8,0.3,async,103,1443047046,1268,1,0,125112,0,200,1,1,1.0,20.2
150,8,0.7,async,91,138637553,918,1,0,162740,0,150,1,7,1.0,19.986666666666668
20,12,0.05,sync,88,380452418,10,0,2,978,854,1,0,5,0.4,25.3
20,5,0.1,async,82,1969578346,94,1,0,222,16,15,0,2,0.5,7.7
100,10,0.05,async,20,500680758,1734,1,0,8058,234,35,1,2,0.97,31.58
50,15,0.3,sync,105,2081849310,7,1,0,24870,0,50,1,0,1.0,67.56
150,10,0.05,sync,80,1768738047,14,1,0,17218,0,150,1,0,1.0,31.52
150,8,0.7,async,73,1341817063,979,1,0,166152,0,150,1,3,1.0,20.14666666666667
20,10,0.1,sync,14,1983449648,11,0,2,942,576,1,1,0,0.3,30.8
150,12,0.2,sync,99,580703406,10,1,0,108660,0,150,1,6,1.0,45.13333333333333
50,10,0.5,async,59,1469936287,218,1,0,20914,0,50,0,1,1.0,29.88
150,8,0.05,async,55,1706814225,1942,1,0,11070,0,150,1,0,1.0,20.0
150,10,0.2,sync,35,2157712281,5,1,0,74866,0,150,1,1,1.0,31.6
100,15,0.3,sync,115,727269922,7,1,0,111894,0,100,1,10,1.0,70.24
20,10,0.7,sync,59,333623646,4,1,0,4474,0,20,0,7,1.0,26.8
150,15,0.7,sync,73,1380690089,5,1,0,587368,0,150,0,8,1.0,70.81333333333333
50,12,0.5,async,2,1001721289,251,1,0,29374,0,50,1,1,1.0,43.0
150,12,0.05,sync,101,1166045087,26,1,0,26642,0,150,0,0,1.0,45.17333333333333
150,5,0.2,sync,109,131372737,5,1,0,18040,0,150,1,1,1.0,7.426666666666667
20,8,0.1,async,96,2111340036,99,1,0,432,64,11,1,4,0.45,14.5
150,15,0.1,sync,85,1150706528,8,1,0,82666,0,150,0,12,1.0,71.65333333333334
200,10,0.2,async,87,1415817617,1253,1,0,134336,0,200,0,8,1.0,31.68
200,8,0.7,sync,15,256705430,3,1,0,294286,0,200,1,7,1.0,20.16
50,5,0.1,async,60,180064825,475,1,0,976,46,27,1,0,0.74,7.12
200,12,0.2,sync,93,1197476328,5,1,0,189130,0,200,1,3,1.0,45.52
200,10,0.7,sync,41,323841293,3,1,0,462724,0,200,0,3,1.0,31.25
50,15,0.7,async,7,69757354,210,1,0,63166,0,50,1,10,1.0,67.76
150,15,0.2,async,62,931893877,1245,1,0,168052,0,150,1,9,1.0,71.37333333333333
20,5,0.05,async,46,1381498107,81,1,0,144,4,19,0,0,0.75,6.9
150,8,0.1,sync,18,869378705,7,1,0,22734,0,150,1,1,1.0,19.89333333333333
50,15,0.5,sync,8,1731568554,4,1,0,43954,0,50,1,5,1.0,67.6
50,15,0.05,sync,111,507670989,34,0,2,5272,3178,1,1,6,0.32,58.64
150,12,0.3,sync,99,1438538922,7,1,0,159686,0,150,0,8,1.0,45.48
50,8,0.3,sync,61,1497825608,10,1,0,7972,0,50,1,0,1.0,19.8
100,12,0.2,sync,9,683490370,6,1,0,48076,0,100,1,2,1.0,44.84
200,8,0.5,async,83,720127152,1036,1,0,208608,0,200,0,4,1.0,19.77
